"ofr_divineplan","ofr_lessable","sr_tryhard","sr_generations","sr_crspeed","sr_realchange","sr_welfare","sr_deserveless","sr_complaint","sr_workway","indiv_hwSuccess","indiv_failsame","indiv_willwork","egal_ensureEO","egal_probnoequal","egal_lessproblem","aff_act","govt_aid_comb","govt_eqlopp_jobs","ideo7_sc","pid7_sc","ft_reps","ft_dems","educ4","int_polknow","age","fem"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,7,4,0.833333333333333,0.833333333333333,85,50,2,2,26,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,7,2,NA,0.5,40,60,2,3,84,1
5,1,2,2,3,3,2,2,4,2,4,4,4,1,3,2,2,2,2,0.833333333333333,0.833333333333333,60,40,1,3,27,1
2,2,2,1,3,5,2,4,4,2,5,2,5,1,4,2,4,4,4,0.833333333333333,1,60,15,1,3,52,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,NA,3,4,0.833333333333333,0.666666666666667,70,40,3,4,32,0
1,1,2,1,3,3,2,2,4,2,2,2,4,1,4,2,5,3,3,0.833333333333333,1,85,30,2,3,51,0
1,3,5,2,3,5,4,4,2,4,2,4,4,2,2,4,4,6,4,0.666666666666667,0.666666666666667,60,40,3,5,56,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,NA,5,2,0.666666666666667,0.666666666666667,60,40,3,5,42,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,4,0.5,1,70,50,2,4,63,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,6,5,NA,0.833333333333333,100,30,2,4,31,1
1,1,1,2,1,3,2,2,3,2,2,2,4,1,1,1,NA,3,2,0.166666666666667,0,0,90,3,3,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,7,3,0.666666666666667,0.833333333333333,100,60,3,4,26,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,1,0.5,NA,50,50,2,2,24,1
3,1,4,4,1,5,4,4,3,4,4,4,4,2,4,3,4,3,5,0.333333333333333,0.333333333333333,50,65,2,3,31,1
4,2,4,2,5,5,4,4,3,3,5,5,5,3,4,4,4,3,4,0.333333333333333,0.166666666666667,70,70,2,3,39,0
1,1,2,2,3,1,1,4,4,2,2,4,2,1,2,2,4,3,2,0.166666666666667,0,15,85,3,4,36,1
4,1,4,4,3,3,3,4,4,4,1,1,5,1,4,1,5,3,5,NA,0.666666666666667,50,50,1,3,29,0
5,1,5,2,5,3,5,5,3,5,4,5,5,3,5,3,2,7,5,0.5,0.666666666666667,50,50,2,2,43,0
3,3,5,3,5,3,5,3,3,5,1,2,5,1,1,1,1,4,4,NA,0,0,85,0,2,70,1
1,1,4,2,3,5,4,4,3,4,4,4,4,1,2,2,5,4,1,0.5,0.333333333333333,50,70,3,2,29,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,5,2,0.666666666666667,0.666666666666667,85,60,3,4,64,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,6,4,0.666666666666667,0.333333333333333,60,70,2,2,22,1
1,1,2,2,5,5,2,4,5,4,5,5,4,1,4,4,5,5,5,0.333333333333333,0.833333333333333,85,40,2,4,55,1
1,1,2,2,3,3,2,3,4,2,4,2,5,1,5,2,4,3,4,0.333333333333333,0.833333333333333,70,60,3,5,61,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,4,2,NA,NA,50,50,1,1,19,1
3,3,4,4,3,3,4,4,4,4,2,2,5,4,5,4,5,6,NA,NA,0.166666666666667,50,50,1,3,48,0
1,1,2,2,3,1,2,2,3,3,4,4,4,1,3,4,4,NA,4,0.833333333333333,0.166666666666667,50,50,2,4,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,7,5,NA,0.5,50,50,0,3,30,1
5,1,4,4,3,5,4,5,4,5,5,4,5,1,2,3,5,4,5,0.833333333333333,0.666666666666667,60,50,2,5,52,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,NA,6,5,0.5,0,0,100,1,3,34,1
4,3,5,4,3,3,4,3,3,4,3,3,2,1,2,5,NA,6,4,NA,0.166666666666667,50,60,1,3,20,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,3,2,0.333333333333333,0.166666666666667,60,85,1,3,19,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,5,4,0.833333333333333,1,85,60,3,5,43,0
1,1,4,5,3,3,5,5,2,5,4,4,4,1,2,3,4,5,2,NA,0.666666666666667,70,60,1,3,21,0
1,1,3,4,3,5,3,4,4,3,4,5,4,4,4,4,2,4,5,0.666666666666667,0.166666666666667,30,85,2,3,28,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,6,5,0.333333333333333,0.833333333333333,85,40,1,2,24,1
4,4,4,2,3,5,4,4,4,4,2,2,4,2,5,5,2,6,2,0.333333333333333,0.166666666666667,40,85,1,3,60,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,5,NA,0.5,NA,NA,NA,1,29,0
1,1,4,2,3,3,4,4,4,4,4,4,5,1,2,2,5,5,2,0.166666666666667,0.333333333333333,50,85,2,2,32,0
4,2,4,2,3,5,2,4,4,4,5,4,5,1,3,3,4,NA,4,0.666666666666667,0,85,100,1,2,43,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,3,4,0.666666666666667,0.333333333333333,70,70,2,4,39,0
4,2,2,2,5,3,2,2,2,4,2,2,4,1,1,1,4,1,NA,0.666666666666667,1,30,60,1,3,72,0
2,3,5,5,5,5,5,4,4,5,4,1,5,1,2,2,5,4,1,0.333333333333333,0.166666666666667,100,75,0,1,76,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,5,2,0.833333333333333,1,85,30,3,5,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,4,1,0.333333333333333,0.333333333333333,50,50,3,4,35,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,4,5,0.833333333333333,1,60,40,2,4,36,0
4,2,4,2,3,1,5,3,3,4,5,3,4,3,2,2,4,4,4,0.5,0.833333333333333,70,30,2,1,34,1
5,2,2,3,3,5,3,2,3,3,2,1,5,1,3,1,5,6,4,0.5,0.166666666666667,50,50,3,4,42,0
4,2,4,2,3,3,3,3,3,3,4,2,4,2,2,1,NA,4,4,NA,0.833333333333333,60,50,1,2,23,0
2,2,3,4,3,5,4,4,4,2,2,2,4,1,2,4,5,3,2,0.666666666666667,0.333333333333333,50,50,1,3,47,0
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,0.166666666666667,0,15,85,2,5,48,1
5,2,3,3,3,3,3,3,3,2,5,5,5,4,2,1,2,4,4,NA,0.5,50,50,1,2,26,1
1,1,4,1,3,5,4,5,4,4,2,5,5,1,5,2,5,5,5,0.5,0.833333333333333,90,65,3,3,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,2,0.166666666666667,0,NA,NA,3,5,33,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,6,5,0.833333333333333,0.833333333333333,70,60,2,4,58,1
2,4,4,4,3,5,NA,4,2,4,2,4,3,2,4,4,5,4,4,0.5,0.833333333333333,40,60,2,3,45,1
5,4,4,2,5,5,5,5,5,5,4,1,5,5,5,4,5,5,5,0.666666666666667,0.333333333333333,60,40,2,3,54,0
2,2,4,4,3,5,4,4,3,5,4,2,5,1,4,1,4,5,4,NA,0.666666666666667,100,100,0,3,27,0
3,2,3,2,3,3,4,4,4,3,4,4,4,2,3,3,4,4,4,0.833333333333333,1,85,30,2,4,25,0
2,3,3,2,3,5,5,5,2,5,1,2,4,2,4,2,5,6,5,0.5,0.166666666666667,70,70,1,5,49,0
1,1,4,5,3,3,3,3,4,5,2,2,3,3,3,2,2,6,5,0.166666666666667,0.666666666666667,85,60,2,1,29,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,6,4,0.666666666666667,1,60,30,2,4,62,0
5,1,2,1,1,5,2,1,2,2,1,1,4,1,2,3,1,2,5,0.833333333333333,1,100,70,0,3,22,1
1,1,4,5,3,5,5,4,5,5,5,5,5,1,5,1,2,4,5,0.5,0.666666666666667,85,60,2,2,39,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,NA,4,3,0.333333333333333,0.333333333333333,30,70,1,2,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,4,1,0.666666666666667,0.166666666666667,70,85,2,3,34,1
4,1,4,2,3,5,4,4,4,4,4,4,5,1,5,2,NA,4,2,NA,0.333333333333333,60,60,2,2,22,1
1,1,2,2,3,5,4,3,3,4,5,4,4,1,2,1,4,4,4,0.666666666666667,0.166666666666667,30,85,3,3,43,1
1,1,4,2,5,5,4,4,5,5,2,5,4,4,4,4,4,4,2,0.5,0.166666666666667,30,85,2,4,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0.833333333333333,0.833333333333333,60,50,3,5,68,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,6,1,NA,0.666666666666667,60,60,1,2,22,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,2,0.5,0.166666666666667,40,60,3,4,65,0
2,1,5,4,3,1,3,4,4,4,4,5,4,2,5,4,5,2,4,0.666666666666667,0.333333333333333,60,70,2,2,29,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,4,2,0.333333333333333,0.333333333333333,40,60,3,4,35,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,NA,7,4,0.5,0.833333333333333,60,60,1,3,49,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,6,5,0.833333333333333,1,70,30,3,4,29,0
1,1,5,2,NA,1,1,1,2,5,5,5,5,4,5,5,5,7,5,NA,0.666666666666667,85,50,3,4,39,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,4,1,0.666666666666667,0.833333333333333,85,60,1,3,73,1
4,1,5,4,3,5,5,5,5,5,4,4,5,1,2,1,5,4,5,NA,0.166666666666667,85,100,1,2,23,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,4,NA,0.833333333333333,60,40,1,3,19,0
3,2,4,2,5,3,3,4,4,4,3,1,5,1,5,1,1,3,4,NA,0.166666666666667,40,85,0,2,75,0
2,1,5,4,5,5,4,5,4,5,1,1,3,2,1,3,5,6,4,NA,0.5,60,60,2,3,36,0
3,2,5,5,5,3,5,5,2,5,5,4,5,1,1,1,5,7,1,NA,0.166666666666667,50,70,3,4,40,0
4,2,4,4,5,5,4,5,1,5,5,5,5,1,5,5,5,5,5,0.5,0.833333333333333,100,0,1,3,54,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,5,0.5,0.166666666666667,50,50,1,2,41,1
2,1,3,3,1,3,4,3,3,2,2,4,5,1,3,2,5,2,3,0.666666666666667,0.833333333333333,60,30,1,3,27,0
1,1,2,1,3,3,2,2,2,2,4,4,4,1,1,1,NA,2,4,0.166666666666667,0.333333333333333,40,70,2,4,20,1
1,1,2,4,5,5,3,3,2,2,2,2,2,1,2,2,NA,4,3,NA,0.166666666666667,50,60,1,3,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,4,NA,1,90,NA,1,2,88,1
3,1,4,1,5,3,1,3,NA,2,2,4,4,1,1,5,5,3,1,0.833333333333333,0.666666666666667,60,40,3,4,43,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,7,5,NA,0.166666666666667,30,85,1,2,63,1
2,1,4,2,5,3,2,4,2,4,4,2,4,1,1,2,4,3,2,0.333333333333333,0,40,70,2,5,27,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,4,NA,0.166666666666667,60,85,1,4,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,6,5,0.333333333333333,0.5,40,70,2,5,56,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,3,3,0.5,0.666666666666667,50,50,2,3,38,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,4,4,0.5,0.166666666666667,60,70,3,4,30,1
4,1,4,2,3,5,4,5,2,5,4,5,5,1,3,2,2,5,4,0.333333333333333,0.166666666666667,7,70,1,2,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,6,5,0.5,0.5,60,60,1,4,59,1
2,1,4,5,3,3,4,4,3,2,5,4,4,2,5,3,5,3,4,0.666666666666667,1,100,15,3,3,30,0
2,2,4,2,5,3,4,4,5,4,1,1,4,1,1,1,5,4,5,0.5,0.666666666666667,85,75,0,3,61,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,7,5,0.5,0,0,100,2,3,63,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,6,5,0.666666666666667,0.5,85,85,1,3,41,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,5,5,0.666666666666667,0.833333333333333,70,50,0,3,79,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,7,5,0.333333333333333,0.333333333333333,70,70,2,4,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,4,NA,0.5,50,50,1,2,36,0
3,2,4,4,NA,5,3,4,5,5,3,3,3,1,5,5,5,4,1,0.666666666666667,0.5,NA,NA,2,1,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,6,5,0.833333333333333,1,85,30,1,4,55,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,7,4,0.833333333333333,0.5,60,85,1,3,75,1
3,2,4,5,5,5,5,5,5,5,2,4,4,2,2,4,5,6,5,0.5,0.166666666666667,70,70,3,3,43,1
4,3,5,1,3,3,4,4,4,4,2,2,5,1,2,2,1,4,4,0.333333333333333,1,100,30,1,3,20,1
1,1,3,2,3,1,1,3,3,3,1,2,3,2,2,2,2,3,5,0.5,0.833333333333333,40,60,3,3,30,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,NA,4,5,0.5,0.166666666666667,70,60,0,4,78,1
1,1,1,2,3,3,4,3,3,2,4,4,4,2,4,3,2,3,2,0.333333333333333,0.333333333333333,40,60,3,4,32,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,4,1,0.5,40,60,1,2,26,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,6,5,NA,1,NA,NA,2,2,79,1
1,1,2,2,3,3,1,2,4,2,4,2,4,1,2,2,1,2,2,0.333333333333333,0.333333333333333,40,60,3,4,44,1
1,1,4,2,3,3,3,3,4,3,4,4,4,2,4,3,4,5,4,0.5,0.5,60,40,3,3,36,1
4,4,5,4,5,5,5,4,4,5,4,2,4,2,4,2,5,7,4,0.5,NA,50,70,0,1,81,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,6,4,0.5,0.333333333333333,70,60,1,2,30,1
1,4,2,1,5,5,4,5,3,2,2,4,4,1,5,4,5,3,5,0.666666666666667,0.833333333333333,50,50,3,4,76,1
4,3,3,2,3,5,3,3,4,5,1,2,4,1,1,1,4,4,3,0.5,0.5,70,85,1,2,43,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,7,5,0.5,0.666666666666667,50,50,1,2,59,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,6,5,0.666666666666667,0.5,50,50,1,2,32,1
1,2,5,4,3,5,4,4,5,5,4,4,2,2,2,3,5,6,4,0.333333333333333,0.166666666666667,40,70,1,4,26,0
2,3,4,2,3,3,5,3,4,5,4,4,4,2,4,3,5,NA,4,NA,0,60,85,1,3,41,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,4,1,0.166666666666667,0.333333333333333,50,50,2,4,38,1
1,1,5,5,5,5,4,5,5,5,4,4,4,1,4,4,5,7,5,0.5,0.833333333333333,100,30,1,4,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,4,NA,0.666666666666667,50,30,0,1,42,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,6,2,NA,0.5,50,50,1,2,30,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,7,5,0.666666666666667,0.166666666666667,85,60,1,3,19,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,5,3,0.333333333333333,0.166666666666667,40,70,2,3,27,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,3,4,0.666666666666667,0.5,60,60,3,5,48,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,3,NA,0.166666666666667,50,50,2,1,74,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,5,4,0.666666666666667,1,85,30,3,4,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,6,4,0.666666666666667,1,85,30,3,5,32,1
1,1,4,4,3,3,3,4,5,3,4,3,4,1,2,1,2,4,3,0.666666666666667,0.833333333333333,85,30,1,3,28,0
1,1,2,1,3,1,2,2,2,2,5,5,5,2,2,5,2,3,4,0.5,0.166666666666667,40,85,3,3,34,1
5,1,5,5,3,5,5,2,1,5,5,4,5,2,1,1,5,1,5,0.5,0.333333333333333,60,50,3,2,39,1
1,1,3,4,3,NA,NA,2,4,5,1,3,4,1,1,1,5,3,4,0.5,0.666666666666667,50,50,2,2,36,0
5,1,3,1,3,5,5,4,5,4,5,5,5,1,4,3,1,1,1,0.5,0.5,60,85,2,3,44,1
2,1,4,5,5,5,5,5,5,5,1,2,5,2,4,4,5,6,5,NA,0.833333333333333,70,50,0,1,72,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,3,4,0.166666666666667,0,60,70,3,5,46,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,NA,5,2,0.5,0.333333333333333,60,85,2,2,28,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,4,4,0.833333333333333,1,85,50,3,5,42,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,NA,6,4,0.333333333333333,1,85,15,0,2,21,1
5,1,5,5,5,1,5,5,5,5,5,5,5,1,3,5,5,1,5,0.5,0.666666666666667,100,0,1,3,30,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,5,0.5,0.333333333333333,30,40,1,3,41,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,5,4,0.833333333333333,0,60,100,0,3,44,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,NA,7,5,0.666666666666667,0.5,50,60,1,3,23,0
1,1,3,2,3,3,5,3,4,3,3,4,5,1,2,2,2,3,4,0.333333333333333,0.833333333333333,100,50,2,3,29,1
4,4,4,3,NA,3,NA,NA,NA,NA,4,2,2,1,4,2,NA,NA,3,NA,NA,50,50,0,1,22,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,4,4,0.833333333333333,1,70,40,3,4,73,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,3,3,0.5,0.5,50,60,1,3,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,NA,3,5,0.666666666666667,0.833333333333333,70,50,2,3,46,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,5,4,0.5,0.5,60,0,2,1,22,1
1,3,5,5,5,5,4,4,4,4,5,5,5,2,4,2,5,6,5,0.666666666666667,1,60,50,3,5,58,0
1,1,2,2,1,1,2,2,2,2,4,2,2,1,1,2,1,2,1,0.166666666666667,0.166666666666667,5,70,3,4,27,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,NA,7,5,NA,0.833333333333333,85,30,0,2,26,0
5,1,5,5,3,1,5,3,1,5,1,1,5,1,1,1,1,NA,5,NA,0,40,100,0,3,65,1
5,NA,4,4,1,5,4,4,4,4,1,4,5,1,2,2,NA,4,4,NA,0,60,85,0,1,73,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,NA,3,NA,0.333333333333333,50,60,0,1,28,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,3,4,0.333333333333333,0.833333333333333,70,70,2,4,60,1
1,2,4,5,3,5,2,4,NA,3,5,4,5,4,4,3,4,3,4,0.833333333333333,0.166666666666667,70,70,3,3,54,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,7,4,0.333333333333333,0.333333333333333,40,70,2,3,37,1
1,1,2,1,1,3,2,2,2,2,2,2,2,1,2,2,1,2,1,0.333333333333333,0.333333333333333,15,50,3,5,43,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,NA,1,4,0.166666666666667,0,0,40,3,4,80,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,2,1,0.166666666666667,0,40,60,3,4,28,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,4,NA,0.5,40,60,2,2,37,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,6,5,0.5,0.5,50,50,1,3,29,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,4,4,0.333333333333333,0.166666666666667,40,85,3,4,37,1
5,1,5,5,3,3,5,4,1,5,5,5,5,1,1,1,5,7,5,NA,0.666666666666667,85,70,1,3,27,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,NA,7,4,0.666666666666667,0.666666666666667,50,50,1,4,39,0
1,1,1,1,3,3,1,4,4,2,2,4,4,1,1,2,1,2,2,0.333333333333333,0.666666666666667,85,60,2,3,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,4,5,0.5,0.666666666666667,60,40,1,4,35,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,6,4,0.833333333333333,1,70,40,3,4,46,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,4,0.833333333333333,0.833333333333333,85,30,1,3,45,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,7,5,NA,1,85,60,1,2,43,1
1,1,3,4,1,3,3,4,4,3,4,4,4,3,2,3,2,5,4,0.666666666666667,0.833333333333333,60,40,2,3,30,0
1,1,4,2,5,3,5,5,2,4,5,5,5,1,4,3,5,6,5,0.833333333333333,1,70,40,3,5,35,1
1,1,4,1,3,1,3,2,3,4,2,1,4,1,1,2,5,3,2,0.666666666666667,0,15,100,1,2,28,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,5,NA,0.666666666666667,85,70,2,1,25,1
3,2,2,2,3,1,3,3,2,4,2,2,4,1,2,4,4,4,4,0.5,0.666666666666667,50,50,2,3,33,1
5,1,5,5,5,5,5,5,5,5,3,1,5,1,2,1,5,1,5,0.5,0.833333333333333,85,15,0,2,30,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,4,4,0.333333333333333,0.166666666666667,50,50,1,3,61,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,7,5,0.666666666666667,0.833333333333333,70,30,2,2,38,1
1,2,2,3,3,5,3,3,3,3,3,2,4,1,2,1,NA,4,4,NA,0.166666666666667,30,70,1,1,29,1
3,4,4,4,5,5,3,2,2,5,4,1,5,1,2,2,2,5,5,NA,0,30,85,1,3,35,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,4,4,0.5,0.666666666666667,60,60,2,5,56,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,6,2,NA,0.5,50,50,1,3,22,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,5,5,1,1,100,0,2,4,29,0
1,1,1,1,3,3,1,1,2,1,5,3,4,1,1,1,1,2,1,0.166666666666667,0,40,85,3,5,47,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,7,4,0.666666666666667,0.833333333333333,85,60,1,3,43,1
5,5,5,1,5,5,5,4,4,4,4,4,5,1,3,1,4,1,5,NA,NA,70,70,0,3,47,1
1,2,3,2,3,3,4,5,4,4,3,4,3,4,2,3,5,4,5,0.666666666666667,0.666666666666667,60,30,3,4,40,0
3,1,2,2,3,3,4,3,2,3,2,4,4,2,3,3,4,3,4,0.666666666666667,0.833333333333333,85,50,3,4,28,0
3,4,2,2,5,3,4,4,3,4,5,4,5,1,2,2,NA,4,4,0.5,0.166666666666667,85,100,1,4,37,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,5,0.5,0.166666666666667,50,50,1,3,45,1
1,2,5,4,5,5,5,5,4,5,2,5,5,2,4,5,5,6,5,0.5,0.166666666666667,60,85,1,3,42,0
3,2,3,3,3,5,4,3,3,4,5,5,4,2,4,3,4,4,5,0.5,0.666666666666667,85,60,2,2,36,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,4,0.5,0,30,85,3,4,38,1
