"manners","polite","respect","discip","obedience","behaved","orderly","loyal","white","black","latino","race","fem","college","relig_AthNoneDK","south","inc_40plus","age","religiosity","relig_cath","relig_prot","relig_evang","rr_sc","inc","inc_missing","educ_3cat","auth4","auth8","pid3","ideo3","immig_sc","gay_sc","cjs_pun_sc","ft_trump_sc","ft_rep_sc","ft_dem_sc","ResponseId"
1,1,1,1,1,0,0,0,1,0,0,"white",1,0,0,0,1,0.694444444444444,0,0,1,0,0.25,0.444444444444444,0,1,0.75,0.625,0,0,0.166666666666667,0,0.583333333333333,0.02,0,0.67,"R_CafU4RNlvi9sgqB"
0,0,1,0,0,0,0,0,1,0,0,"white",1,0,1,0,1,0.541666666666667,0,0,0,0,0,0.666666666666667,0,1,0.25,0.125,-1,-1,0,0,0,0.1,0.01,0.63,"R_2uCpv3mUCNOGVlT"
1,1,1,0,0,1,0,1,1,0,0,"white",1,0,1,0,0,0.555555555555556,0.25,0,0,0,0.416666666666667,0.111111111111111,0,0,0.75,0.625,1,0,0.583333333333333,0.5,0.875,1,0.84,0.03,"R_0jFt23nijPJRzhL"
1,1,1,1,1,0,0,0,1,0,0,"white",1,0,0,1,1,0.0972222222222222,0.5,0,0,1,0.583333333333333,0.5,0,1,0.75,0.625,1,1,0.666666666666667,0.583333333333333,0.541666666666667,0.72,0.63,0.29,"R_1K3dGQKCLC4PPP2"
1,1,1,1,1,0,1,1,1,0,0,"white",1,0,0,1,1,0.277777777777778,0.25,0,0,1,0.5,0.5,0,0,0.75,0.875,1,1,1,0.5,1,1,1,0.36,"R_1hT1bINOwzxUMAS"
0,0,0,0,0,0,0,0,1,0,0,"white",1,0,0,0,0,0.263888888888889,0,0,0,0,0,0.222222222222222,0,1,0,0,NA,-1,0,0,0,0,0,0.5,"R_22QDTZ9xLaEaDQF"
1,1,1,1,1,0,0,0,1,0,0,"white",1,0,0,0,1,0.5,0,0,1,0,1,0.5,0,0,0.75,0.625,1,1,0.833333333333333,0.75,0.708333333333333,1,1,0,"R_237x0TBHiv7IX9P"
1,1,1,1,0,0,0,0,1,0,0,"white",1,0,1,1,1,0.652777777777778,0,0,0,0,0.333333333333333,0.444444444444444,0,1,0.5,0.5,-1,-1,0.0833333333333333,0,0,0.01,0.01,0.93,"R_9S66df14D5JWwbn"
1,1,1,1,1,0,0,1,1,0,0,"white",1,0,0,1,0,0.361111111111111,0.25,0,0,0,1,0,0,0,0.75,0.75,1,1,1,0.625,0.708333333333333,1,1,0.4,"R_2aPI3bTFRq3GiCc"
1,0,0,1,0,0,0,0,1,0,0,"white",1,0,1,0,0,0.597222222222222,0.25,0,0,0,0.583333333333333,0.0555555555555556,0,1,0.25,0.25,-1,0,0.166666666666667,0.125,0.166666666666667,0.45,0.36,0.83,"R_3edV3VJHnLzbQCE"
1,1,1,0,1,0,0,0,1,0,0,"white",1,0,0,0,1,0,0,0,1,0,0.5,0.611111111111111,0,1,0.75,0.5,0,0,0.583333333333333,0.416666666666667,0.583333333333333,0.51,0.36,0.5,"R_1dhNFCgHXBv0CeH"
1,1,0,0,0,0,0,0,1,0,0,"white",1,0,0,1,1,0.0833333333333333,0.75,0,1,0,0.25,0.444444444444444,0,1,0.25,0.25,0,0,0.166666666666667,0,0,0.06,0,0.15,"R_2dywozztNzOMY8F"
0,1,0,0,0,0,0,0,1,0,0,"white",1,0,1,1,0,0.166666666666667,0,0,0,0,0.666666666666667,0.166666666666667,0,0,0,0.125,0,0,0.25,0.5,0.458333333333333,0,0,0,"R_2ClaiMqy4Y0LyOb"
0,0,0,0,0,0,0,0,1,0,0,"white",1,0,0,0,1,0.583333333333333,0.5,1,0,0,0.25,0.722222222222222,0,1,0,0,-1,0,0,0,0.291666666666667,0,0,1,"R_22FSOHchUYa4lCi"
0,1,1,1,1,0,0,0,1,0,0,"white",1,1,1,0,1,0.125,0,0,0,0,0.166666666666667,0.5,0,2,0.5,0.5,1,0,0.5,0,0.458333333333333,0.8,0.6,0,"R_2aLA4IAdBlaI7Pz"
1,1,1,1,0,0,1,1,1,0,0,"white",1,0,0,0,1,0.25,0.75,0,0,1,1,0.666666666666667,0,1,0.5,0.75,1,1,0.916666666666667,1,0.875,0.73,0.95,0.07,"R_1DM7AKoGPrAkgXJ"
1,1,1,1,1,1,1,1,1,0,0,"white",1,0,0,1,0,0.611111111111111,0.5,0,0,0,1,0.111111111111111,0,0,1,1,-1,0,0.666666666666667,0.25,1,0.01,0.01,0.51,"R_2ea3OISVIPXPpEo"
1,0,1,0,0,0,0,1,1,0,0,"white",1,0,1,0,1,0.208333333333333,0,0,0,0,0.666666666666667,0.555555555555556,0,0,0.5,0.375,1,0,0.75,0.5,0.708333333333333,0.71,0.86,0.08,"R_25NhLqG2OULLCLn"
1,1,0,1,1,0,1,0,0,1,0,"black",1,0,0,0,0,0.0972222222222222,0.75,0,1,0,0.583333333333333,0,0,0,0.5,0.625,-1,-1,0.416666666666667,0.5,0.583333333333333,0.03,0.04,1,"R_Oa5lsR9XoXUkU25"
1,0,0,0,0,0,0,0,1,0,0,"white",1,0,1,0,0,0.0416666666666667,0,0,0,0,0.166666666666667,0.166666666666667,0,1,0.25,0.125,-1,-1,0.0833333333333333,0.25,0.75,0.1,0.02,0.9,"R_22y5eQU2khUtyJj"
0,0,1,1,0,0,0,0,1,0,0,"white",1,0,1,0,0,0.166666666666667,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0.25,0.25,1,0,0.75,0,0.875,0.61,0.63,0.54,"R_31FLxuzgqpmhydb"
0,0,0,0,1,1,1,1,1,0,0,"white",1,1,1,0,1,0.0138888888888889,1,0,0,0,0.75,1,0,2,0.5,0.5,NA,-1,0.666666666666667,0.125,0.833333333333333,0.23,0,0.78,"R_2dL6tbKNi2e9qaE"
1,1,1,1,1,0,0,0,1,0,0,"white",1,0,1,1,1,0.416666666666667,0.25,0,0,0,0.666666666666667,0.666666666666667,0,0,0.75,0.625,1,0,0.833333333333333,1,0.875,1,1,0,"R_1IoPjZB4qQXWIeC"
1,0,0,1,1,0,0,0,1,0,0,"white",1,0,0,1,0,0.458333333333333,0.25,0,0,1,0.916666666666667,0.166666666666667,0,0,0.5,0.375,NA,0,0.5,0.416666666666667,0.708333333333333,0.12,0.21,0.12,"R_1Imx9WJtX5hcfa1"
0,0,0,0,0,0,0,0,1,0,0,"white",1,0,0,1,1,0.680555555555556,0.5,1,0,0,0.583333333333333,0.5,0,1,0,0,0,1,0.5,0.25,0.708333333333333,0.5,0.15,0.5,"R_2aXnWclC6plce05"
1,1,1,1,1,1,1,1,1,0,0,"white",1,0,0,0,0,0.625,1,0,0,1,0.916666666666667,0.333333333333333,0,0,1,1,1,1,1,0.75,1,0.61,1,0,"R_29mNfkn1hIP1oWc"
0,1,1,0,0,0,0,0,1,0,0,"white",1,1,1,1,1,0.388888888888889,0,0,0,0,0.25,0.444444444444444,0,2,0.25,0.25,0,0,1,0,1,0.78,1,0.36,"R_1ZBbra42RPYTcKB"
0,0,0,0,0,0,1,0,1,0,0,"white",1,0,1,1,1,0.402777777777778,0,0,0,0,0.25,0.5,0,1,0,0.125,-1,-1,0.166666666666667,0,0.583333333333333,0.51,0.01,0.71,"R_wWWbGD4inrub7m9"
0,0,0,0,0,1,0,1,1,0,0,"white",1,0,1,1,1,0.111111111111111,0,0,0,0,0.25,0.555555555555556,0,0,0.25,0.25,-1,-1,0,0,1,0.1,0,0.43,"R_3DnXbJwaZMeoh5e"
1,1,1,1,1,1,1,1,1,0,0,"white",1,0,1,1,0,0.708333333333333,0.25,0,0,0,0.5,0.222222222222222,0,0,1,1,0,0,0.833333333333333,0.583333333333333,0.875,0.85,0.69,0.2,"R_3P5BMu8bDOoZNiw"
1,1,1,0,0,1,0,0,1,0,0,"white",1,0,0,1,1,0.208333333333333,0.75,1,0,0,1,0.444444444444444,0,1,0.75,0.5,1,1,1,0.5,1,0.78,0.99,0.08,"R_3RdO6qJrzO0BjFV"
1,1,1,1,1,1,0,0,1,0,0,"white",1,0,1,0,0,0.0138888888888889,0,0,0,0,0.333333333333333,0,0,0,1,0.75,1,-1,0.583333333333333,0.333333333333333,0.416666666666667,0.14,0.02,0.08,"R_SVqQ2tn5xgTczsZ"
1,1,1,1,1,0,0,1,1,0,0,"white",1,0,0,1,1,0.152777777777778,0.75,0,0,1,0.75,0.611111111111111,0,0,0.75,0.75,1,1,0.583333333333333,0.5,0.708333333333333,1,0.8,0.05,"R_3eePqRzTg0ch2Pg"
0,0,0,0,0,0,0,0,1,0,0,"white",1,0,0,0,NA,0.666666666666667,0.25,1,0,0,0.583333333333333,0,1,1,0,0,-1,0,0.5,0.75,0.583333333333333,0.11,0.02,0.12,"R_AhQjZjy84KpnW1z"
1,1,1,0,1,1,0,1,1,0,0,"white",1,0,0,1,1,0.666666666666667,0.25,0,1,0,1,0.444444444444444,0,1,1,0.75,1,1,0.916666666666667,0.166666666666667,1,1,1,0,"R_3HBOCWT9nXzvr0i"
1,0,0,1,1,1,1,1,1,0,0,"white",1,0,0,0,0,0.0833333333333333,0.75,1,0,0,0.5,0.111111111111111,0,0,0.75,0.75,1,0,0,1,0,0.33,0,0.35,"R_tY8FuV7vspE5vOh"
1,1,1,1,0,0,0,1,1,0,0,"white",1,0,1,0,NA,0.638888888888889,0,0,0,0,0.916666666666667,0,1,0,0.5,0.625,-1,0,0.416666666666667,0.5,1,0.07,0.02,1,"R_1PcRRkX52ZcDw38"
0,0,0,0,0,0,0,0,1,0,0,"white",1,0,1,1,1,0.375,0,0,0,0,0.583333333333333,0.611111111111111,0,1,0,0,-1,0,0,0,0,0.02,0,0.8,"R_XtEbosqUG5prNsZ"
0,1,1,1,0,0,0,1,1,0,0,"white",1,0,0,0,0,0.513888888888889,0.25,0,1,0,0.833333333333333,0.333333333333333,0,1,0.25,0.5,1,0,0.666666666666667,0.416666666666667,0.75,0.5,0.79,0.04,"R_22XlzLW4OIkRNOS"
1,0,1,1,1,1,1,0,1,0,0,"white",1,0,0,0,0,0.361111111111111,0.25,1,0,0,0.5,0,0,0,1,0.75,1,0,0.333333333333333,1,1,1,0,0,"R_OJr7dWoPKtiK01j"
1,1,1,1,1,0,0,0,1,0,0,"white",1,0,0,0,0,0.458333333333333,0,1,0,0,0.666666666666667,0.111111111111111,0,0,0.75,0.625,NA,0,0.75,0,0.458333333333333,0.5,0.9,0.5,"R_sdOFjxBwVt2gxvr"
1,1,1,1,1,0,1,0,1,0,0,"white",1,0,1,0,1,0.458333333333333,0.25,0,0,0,0.5,0.444444444444444,0,0,0.75,0.75,1,0,0.583333333333333,0.25,0.583333333333333,0.48,0.44,0,"R_3KqjiCIgXn9T27r"
1,1,1,0,0,0,0,0,1,0,0,"white",1,0,1,0,0,0.0694444444444444,0,0,0,0,0.75,0.111111111111111,0,0,0.5,0.375,-1,1,1,0,0.666666666666667,0.12,0.3,1,"R_9zAF509PF4CXiud"
0,1,1,0,0,1,0,0,1,0,0,"white",1,0,1,0,0,0,0.25,0,0,0,0,0.166666666666667,0,0,0.5,0.375,0,0,0,1,0.5,0.22,0.42,0.74,"R_2rTL3AyvYv2qEXD"
1,1,0,1,0,1,0,0,1,0,0,"white",1,0,0,0,0,0.486111111111111,0,0,0,0,0.75,0,0,1,0.5,0.5,1,-1,0.916666666666667,0.5,1,0.75,0.08,0.07,"R_3PKXU016Ik0KUg0"
0,1,0,0,0,0,0,0,1,0,0,"white",1,0,1,0,0,0.222222222222222,0,0,0,0,0.0833333333333333,0.277777777777778,0,0,0,0.125,-1,0,0.333333333333333,0,0.291666666666667,0.34,0.29,0.7,"R_1LZFYnbjI3p9ivL"
1,1,1,1,1,1,0,1,1,0,0,"white",1,0,0,0,0,0.722222222222222,0.25,0,1,0,0.5,0.388888888888889,0,0,1,0.875,1,1,0.833333333333333,0.458333333333333,0.583333333333333,0.71,0.97,0.05,"R_r3APxes1iCwwvrr"
1,0,1,0,0,0,0,1,1,0,0,"white",1,0,0,1,1,0.305555555555556,0.5,1,0,0,0.916666666666667,0.611111111111111,0,1,0.5,0.375,1,1,1,0,0.833333333333333,0.78,0.64,0.19,"R_3EYahGEct89OXxx"
1,1,1,1,0,0,0,0,0,1,0,"black",1,1,0,1,1,0.416666666666667,0.25,0,0,0,0,0.944444444444444,0,2,0.5,0.5,-1,-1,0,0.5,0.458333333333333,0,0,1,"R_3JfaAmyeC8EcK3F"
1,1,1,1,1,0,1,1,1,0,0,"white",1,0,0,1,NA,0.166666666666667,0.75,0,0,1,0.416666666666667,0,1,1,0.75,0.875,0,0,0.583333333333333,0.458333333333333,0.708333333333333,0.22,0.21,0.1,"R_31n64sPWwd7V3WY"
1,1,1,1,1,0,0,1,1,0,0,"white",1,0,0,1,1,0.319444444444444,0.75,0,0,1,0.583333333333333,1,0,1,0.75,0.75,1,1,0.583333333333333,0.541666666666667,1,0.84,1,0.41,"R_3nkrG2lagnW2KZC"
0,0,0,0,0,0,0,0,1,0,0,"white",1,0,1,0,0,0.0833333333333333,0.25,0,0,0,0.583333333333333,0.388888888888889,0,1,0,0,-1,0,0.166666666666667,0,0.833333333333333,0.07,0.03,0.43,"R_3Mo2dcXzbF7cpTb"
1,1,1,0,0,0,0,0,1,0,0,"white",1,0,0,0,0,0.75,0,1,0,0,0.583333333333333,0.166666666666667,0,1,0.5,0.375,1,1,0.583333333333333,0,1,0.95,1,0.02,"R_2uTL0PLx3Ch1GsG"
1,0,1,1,1,1,0,1,0,1,0,"black",1,0,0,0,1,0.180555555555556,0.75,0,1,0,0.5,0.944444444444444,0,1,1,0.75,-1,1,0.5,0.583333333333333,0.708333333333333,0.36,0.45,0.55,"R_2sbTU0zsJwrGSrg"
1,0,0,1,0,1,0,1,0,1,0,"black",1,0,1,1,1,0.0555555555555556,0.25,0,0,0,0.166666666666667,0.5,0,1,0.5,0.5,1,0,0,0.25,0.75,0.85,0,0.33,"R_bI2djwXXT6Arilr"
1,0,0,0,0,0,0,0,1,0,0,"white",1,0,1,0,1,0.0555555555555556,0.25,0,0,0,1,0.611111111111111,0,1,0.25,0.125,1,1,0.75,0.25,1,0.85,1,0.06,"R_2ePWob7ZNf1799w"
1,1,1,1,0,1,0,0,1,0,0,"white",1,0,0,0,1,0.111111111111111,0.75,0,0,1,0.666666666666667,0.5,0,1,0.75,0.625,1,1,1,0.75,0.25,1,1,0.01,"R_6lierZkf4Y526NH"
0,1,1,1,1,0,0,1,1,0,0,"white",1,0,0,0,1,0.0694444444444444,0.75,0,0,0,0.5,0.5,0,1,0.5,0.625,1,1,0.583333333333333,0.291666666666667,0.708333333333333,0.8,0.71,0.31,"R_1IBslX8ZgzYiCXG"
1,0,1,0,1,1,0,1,0,1,0,"black",1,0,0,0,0,0.0277777777777778,0.25,0,0,0,0,0.166666666666667,0,1,1,0.625,-1,0,0.333333333333333,1,0.416666666666667,0.18,0,0.55,"R_Q9NtwoUNDQzwMvL"
1,0,1,1,1,0,0,0,0,1,0,"black",1,0,1,0,0,0.0277777777777778,0,0,0,0,0.666666666666667,0,0,0,0.75,0.5,0,-1,0.416666666666667,0.583333333333333,0.541666666666667,0.1,0.03,0.77,"R_1jMNrILNtZO3I0g"
1,1,1,1,1,1,0,1,1,0,0,"white",1,0,0,0,1,0.388888888888889,0.25,1,0,0,0.833333333333333,0.5,0,1,1,0.875,0,0,0.666666666666667,0.375,0.875,0.1,0.03,0.1,"R_2fp6Bm56xR4he3i"
1,0,1,0,0,0,0,0,1,0,0,"white",1,0,0,0,0,0.125,0.5,0,0,0,0.666666666666667,0.111111111111111,0,0,0.5,0.25,-1,0,0.0833333333333333,0,0.166666666666667,0.5,0.04,1,"R_1M6z1aaHVPPiphk"
0,1,0,0,0,0,0,0,1,0,0,"white",1,0,0,1,1,0.458333333333333,0.75,0,1,0,0.416666666666667,0.5,0,1,0,0.125,-1,0,0.333333333333333,0,0.583333333333333,0.25,0,0.79,"R_doR4S7fuSVq1yk9"
0,1,0,1,0,0,0,1,1,0,0,"white",1,0,0,0,1,0.208333333333333,0.25,0,0,0,0.916666666666667,0.555555555555556,0,0,0,0.375,1,1,0.5,0.666666666666667,0.583333333333333,0.51,0.81,0.38,"R_DTu0Gzfbi6xYuqJ"
1,1,1,1,1,1,0,1,1,0,0,"white",1,0,0,1,0,0.625,0,0,0,1,0.833333333333333,0.277777777777778,0,0,1,0.875,1,0,0.833333333333333,0.166666666666667,0.875,0,0.95,1,"R_ULRMUlHXfWWzV3X"
1,1,1,1,1,1,0,1,0,1,0,"black",1,0,0,1,0,0.0972222222222222,0.75,0,0,0,0.25,0,0,1,1,0.875,-1,-1,0.916666666666667,0.125,0,0.17,0,1,"R_1IEPTKC5VyEQC3K"
1,0,1,1,1,0,0,1,1,0,0,"white",1,0,1,1,0,0.125,0,0,0,0,1,0,0,0,0.75,0.625,0,0,0.833333333333333,0.5,0.875,0.5,0.21,0.51,"R_pF3xunCAvkLoQ8N"
1,1,1,1,0,0,1,0,1,0,0,"white",1,0,1,0,0,0.125,0.25,0,0,0,0.75,0.166666666666667,0,0,0.5,0.625,0,0,0.25,0.25,0.875,0.08,0.92,0.08,"R_PSw1zFWsKijlUQx"
1,1,1,0,0,0,0,0,1,0,0,"white",1,0,1,0,0,0.555555555555556,0,0,0,0,0.25,0.388888888888889,0,1,0.5,0.375,-1,-1,0.0833333333333333,0,0.833333333333333,0.08,0,0.8,"R_3DuY5hczIeqkPXi"
1,1,1,1,1,1,1,1,1,0,0,"white",1,0,0,1,1,0.75,1,0,1,0,0.833333333333333,0.555555555555556,0,0,1,1,1,1,0.583333333333333,1,0.416666666666667,0.78,1,0.12,"R_AjQP7mykyYvcTgl"
1,0,1,0,1,1,1,0,1,0,0,"white",1,0,0,0,0,0.583333333333333,0,0,0,1,1,0.277777777777778,0,1,1,0.625,-1,-1,0.5,0.5,0.583333333333333,0.09,0.03,0.94,"R_C38jGriw0dmE4Ex"
0,0,1,0,1,0,0,0,1,0,0,"white",1,0,1,0,NA,0,0,0,0,0,0.333333333333333,0,1,0,0.5,0.25,-1,0,0,0,0.125,0.45,0,0.67,"R_UQ3Mi0Ho7en1Pd7"
1,1,1,0,0,0,0,1,1,0,0,"white",1,0,0,0,1,0.75,0.5,1,0,0,0.333333333333333,0.444444444444444,0,1,0.5,0.5,-1,0,0,0,0.583333333333333,0.04,0.01,1,"R_1lrDMoumxHokkwV"
1,0,1,0,1,0,0,0,0,1,0,"black",1,0,0,1,0,0.138888888888889,0.75,0,0,0,0.0833333333333333,0.333333333333333,0,1,0.75,0.375,-1,-1,0,0.25,0.708333333333333,0.4,0,0.86,"R_3NyrrWxhu9KCTSu"
1,1,1,1,1,1,0,0,1,0,0,"white",1,0,0,1,1,0.638888888888889,1,0,0,1,0.583333333333333,0.722222222222222,0,0,1,0.75,1,0,0.583333333333333,0.625,0.583333333333333,0.84,1,0.12,"R_2QfWH4kpNFJnhiB"
1,1,1,1,1,1,1,1,0,1,0,"black",1,0,0,0,0,0.319444444444444,1,0,1,0,0,0.388888888888889,0,1,1,1,1,1,1,0.5,1,0.53,0.02,0.02,"R_3OvHNw1c4fsZQrf"
1,1,1,0,0,0,0,1,1,0,0,"white",1,0,0,1,0,0.375,0,0,0,1,0.5,0.222222222222222,0,1,0.5,0.5,0,0,0.416666666666667,0.75,0.833333333333333,0.01,0,0.01,"R_2ZJqWo5khGLBY7j"
0,1,1,0,0,0,0,0,1,0,0,"white",1,0,0,1,0,0.194444444444444,0.5,0,0,0,0,0.111111111111111,0,1,0.25,0.25,-1,-1,0,0,0.833333333333333,0.05,0.01,1,"R_1ruM1BUvHlt2I9u"
1,1,1,1,1,1,1,1,1,0,0,"white",1,0,0,0,1,0.777777777777778,0.25,0,1,0,0.583333333333333,0.5,0,1,1,1,1,1,0.916666666666667,0.75,0.583333333333333,0.8,0.9,0.05,"R_28OGGtDGwmwTXGD"
1,0,0,0,1,0,0,0,1,0,0,"white",1,0,1,1,0,0.0833333333333333,0,0,0,0,0.416666666666667,0.277777777777778,0,1,0.5,0.25,-1,-1,0,0,1,0.01,0.01,0.51,"R_21iwazOa8SV9TMu"
1,0,1,0,0,0,0,1,1,0,0,"white",1,0,0,0,0,0.75,0.25,0,1,0,0.833333333333333,0.111111111111111,0,1,0.5,0.375,-1,-1,0.75,0,0.75,0.52,0.4,0.63,"R_1FDme1r18Dw112a"
0,0,1,0,0,1,0,0,1,0,0,"white",1,0,1,1,0,0.111111111111111,0,0,0,0,0.416666666666667,0.222222222222222,0,0,0.5,0.25,0,0,0.166666666666667,0,0.416666666666667,0.05,0.02,0.03,"R_1Kk8PLlCEoBKj7r"
1,1,1,1,1,1,0,1,1,0,0,"white",1,0,0,0,0,0.180555555555556,0.5,0,0,1,0.5,0.222222222222222,0,0,1,0.875,1,1,0.666666666666667,0.75,0.708333333333333,0.73,0.74,0.4,"R_2zGFi9LZYKiALCU"
0,1,0,1,1,1,0,1,1,0,0,"white",1,0,1,0,1,0.319444444444444,0.25,0,0,0,0.75,0.444444444444444,0,0,0.5,0.625,1,0,0.583333333333333,0,0.833333333333333,0.84,0.76,0.19,"R_AFYyeRqMCk0N0g9"
1,1,1,1,1,1,1,1,1,0,0,"white",1,0,0,0,0,0.194444444444444,1,0,0,1,1,0.388888888888889,0,1,1,1,1,1,1,0,1,1,1,0.06,"R_21oLoO8eLelR4Ss"
1,1,1,1,1,1,1,1,1,0,0,"white",1,0,0,1,0,0.375,0.75,0,1,0,1,0.0555555555555556,0,0,1,1,1,-1,1,0.5,0.833333333333333,0.53,1,0.37,"R_1IygHZENup02sVR"
1,1,1,1,1,0,0,0,1,0,0,"white",1,0,0,0,0,0.694444444444444,0.75,0,0,0,0.333333333333333,0.388888888888889,0,0,0.75,0.625,0,0,0.583333333333333,0.75,0.416666666666667,0.4,0.01,0.4,"R_3FUIj9qTSVbqLf4"
0,1,0,0,0,0,0,1,1,0,0,"white",1,0,0,1,0,0.291666666666667,0.75,0,1,0,0.416666666666667,0.222222222222222,0,1,0,0.25,1,0,0.5,0.333333333333333,0.291666666666667,0.73,0.77,0.14,"R_3KoW3H5gvTCJqOF"
0,0,0,0,0,0,0,0,1,0,0,"white",1,0,1,0,1,0.402777777777778,0,0,0,0,0,0.444444444444444,0,1,0,0,-1,-1,0.0833333333333333,0,0.291666666666667,0.05,0,0.85,"R_xzPyJFYv8mqaRLr"
1,1,1,0,0,0,0,0,1,0,0,"white",1,0,0,0,0,0.597222222222222,0,0,0,0,1,0,0,0,0.5,0.375,0,0,0.916666666666667,0,0.333333333333333,0.42,0.42,0.33,"R_0rGgu09ZSI2Vfu9"
1,1,1,1,0,1,0,0,1,0,0,"white",1,0,1,0,0,0.638888888888889,0,0,0,0,0.416666666666667,0.333333333333333,0,0,0.75,0.625,-1,0,0.25,0.416666666666667,0.708333333333333,0.01,0.01,1,"R_2QXwIBxjdHeb4gx"
0,0,0,1,0,0,0,0,1,0,0,"white",1,0,1,1,0,0.0555555555555556,0,0,0,0,0.0833333333333333,0.333333333333333,0,0,0,0.125,-1,-1,0,0,0.708333333333333,0.28,0.01,0.6,"R_2SkTakL93IYA5ax"
0,0,0,0,0,0,0,0,1,0,0,"white",1,0,1,1,0,0.375,0,0,0,0,0.0833333333333333,0.222222222222222,0,1,0,0,-1,-1,0,0,0,0,0,1,"R_BSpcMXpJNNd9nAB"
1,1,1,0,1,1,0,1,1,0,0,"white",0,0,0,0,0,0.0416666666666667,0.5,1,0,0,0.166666666666667,0.333333333333333,0,1,1,0.75,-1,-1,0.25,0.291666666666667,0.416666666666667,0.5,0,0.5,"R_6MvTVxu4jHFNaAp"
1,0,0,0,0,0,0,0,1,0,0,"white",1,0,1,1,0,0.125,0,0,0,0,0.166666666666667,0.222222222222222,0,1,0.25,0.125,0,0,0.166666666666667,0,0.75,0.5,0,0.5,"R_1Fqr5sLGcBgmkbl"
1,1,1,0,0,1,0,1,1,0,0,"white",1,0,1,0,1,0.486111111111111,0,0,0,0,1,0.777777777777778,0,1,0.75,0.625,0,0,0.5,0.25,0.875,0.2,0.3,0.19,"R_4Ot9KsRtpg9yT9n"
1,1,0,0,0,0,0,0,1,0,0,"white",1,0,0,1,0,0.0972222222222222,0.25,0,0,1,0.416666666666667,0.277777777777778,0,1,0.25,0.25,-1,0,0.5,0.125,0.583333333333333,0.36,0.37,0.52,"R_25sk33LBVruol1g"
0,1,1,0,0,0,0,0,1,0,0,"white",1,0,0,1,1,0.625,0.25,0,1,0,0.666666666666667,0.5,0,0,0.25,0.25,1,0,0.833333333333333,0.541666666666667,0.875,0.92,0.87,0.29,"R_V3d4qugpOu8DYc1"
1,1,1,0,0,0,1,0,1,0,0,"white",1,0,0,1,0,0.527777777777778,0.5,0,0,1,0.75,0.277777777777778,0,0,0.5,0.5,-1,0,0.833333333333333,0.5,0.416666666666667,0.06,0.02,0.81,"R_1CdoOtOp6BOWpIA"
0,1,0,1,0,0,0,0,0,1,0,"black",1,0,0,1,1,0.0138888888888889,0.75,0,0,0,0.333333333333333,0.666666666666667,0,1,0,0.25,-1,-1,0.0833333333333333,0,0.291666666666667,0.04,0.02,0.88,"R_XgDtxPm7RLH7IOZ"
1,0,1,0,0,1,1,1,1,0,0,"white",1,0,0,1,1,0.430555555555556,0.75,0,0,0,0.833333333333333,0.444444444444444,0,0,0.75,0.625,1,-1,0.916666666666667,0.166666666666667,0.875,0.87,1,0.45,"R_1eK68gZJ2MxUVJW"
1,0,1,1,1,1,1,1,0,1,0,"black",1,0,1,0,0,0.208333333333333,0,0,0,0,0.25,0.388888888888889,0,0,1,0.875,NA,0,0.333333333333333,0.333333333333333,0.458333333333333,0.42,0,0.09,"R_2ygfUU2xSw31Fd7"
0,0,0,0,0,0,0,0,1,0,0,"white",1,0,0,1,1,0.597222222222222,0.25,1,0,0,0.5,0.555555555555556,0,0,0,0,1,1,0.833333333333333,0,0.291666666666667,0.85,0.93,0.02,"R_1EX7RuqUJ0PL7n0"
1,1,1,1,1,0,0,1,0,1,0,"black",1,0,0,0,0,0.111111111111111,0.75,0,0,0,0.0833333333333333,0.388888888888889,0,1,0.75,0.75,-1,0,0,0,0.708333333333333,0.1,0,0.8,"R_87yyAWz0DoIIRmp"
0,1,0,0,0,0,0,1,0,1,0,"black",1,0,1,1,0,0.208333333333333,0,0,0,0,0.416666666666667,0.333333333333333,0,0,0,0.25,-1,0,0.166666666666667,0,0.583333333333333,0,0,0,"R_1lz8Ikm3ETBOqR0"
1,0,0,0,0,0,0,0,1,0,0,"white",1,0,1,1,1,0.0972222222222222,0,0,0,0,0.25,0.555555555555556,0,0,0.25,0.125,1,0,0.333333333333333,0,0.708333333333333,0.5,0.5,0.5,"R_3M3amebWsssSnyj"
1,1,1,1,1,1,1,1,1,0,0,"white",1,0,0,0,1,0.583333333333333,0,0,0,0,0.916666666666667,0.777777777777778,0,0,1,1,-1,0,0.75,0.25,1,0.27,0.25,0.8,"R_3HoCByG84yKhYxk"
0,0,0,0,1,0,1,1,1,0,0,"white",1,0,0,1,0,0.0694444444444444,1,1,0,0,0.5,0,0,0,0.25,0.375,-1,-1,1,0,1,0.33,0.59,0,"R_1PegMvkAwVaC8ec"
1,0,1,0,1,1,0,0,0,1,0,"black",1,0,0,0,1,0.513888888888889,0.75,0,0,1,0.25,0.444444444444444,0,1,1,0.5,-1,0,0.166666666666667,0.416666666666667,0,0.01,0,0.84,"R_Y2ZtYJo3psa0BAR"
1,1,0,1,0,1,0,0,0,1,0,"black",1,0,1,0,0,0.416666666666667,0,0,0,0,0.166666666666667,0.277777777777778,0,1,0.5,0.5,-1,0,0.333333333333333,0.583333333333333,0.291666666666667,0.03,0.03,0.94,"R_3LgK8FaEOXoP73j"
