"econ_FTunions_92","econ_FTwelfare_92","econ_FTpoor_92","econ_markets_92","econ_lessgovt_92","econ_biggovt_92","econ_spend_enviro_92","econ_spend_aids_92","econ_spend_socsec_92","econ_spend_fstamps_92","econ_spend_schools_92","econ_spend_homeless_92","econ_spend_chldcare_92","econ_spend_blacks_92","econ_spend_welfare_92","econ_spend_collstudents_92","econ_spend_unemp_92","econ_spend_poor_92","econ_spend_cities_92","econ_eqlopp_92","econ_eqltoofar_92","econ_eqlchance_92","econ_worryless_92","econ_uneqlchance_92","econ_fewerproblms_92","econ_place_living_92","econ_govtprovide_92","econ_place_services_92","econ_place_insure_92","econ_place_cities_92","econ_parentleave_92","econ_expmedicare_92","econ_FTunions_96","econ_FTwelfare_96","econ_FTpoor_96","econ_markets_96","econ_lessgovt_96","econ_biggovt_96","econ_spend_enviro_96","econ_spend_aids_96","econ_spend_socsec_96","econ_spend_fstamps_96","econ_spend_schools_96","econ_spend_homeless_96","econ_spend_chldcare_96","econ_spend_welfare_96","econ_spend_collstudents_96","econ_spend_poor_96","econ_eqlopp_96","econ_eqltoofar_96","econ_eqlchance_96","econ_worryless_96","econ_uneqlchance_96","econ_fewerproblms_96","econ_place_living_96","econ_deficitspend_96","econ_cutspend_96","econ_cuttax_96","econ_cutspenddefic_96","econ_cuttaxsize_96","econ_childwelf_96","econ_welf2yrlim_96","econ_place_incgap_96","econ_place_services_96","econ_place_insure_96","econ_place_enviro_96","moral_FTwmnsmvmnt_92","moral_childobey_92","moral_schoolpray_92","moral_abortion_92","moral_parentconsent_92","moral_govtfundabort_92","moral_lifestyles_92","moral_worldchange_92","moral_family_92","moral_tolerate_92","moral_wifenotifyabort_92","moral_wmnequalrole_92","moral_FTgay_92","moral_FTxtnfunds_92","moral_gayjobdisc_92","moral_gaymilitary_92","moral_gayadopt_92","moral_extramarital_92","moral_FTwmnsmvmnt_96","moral_FTxtncoalition_96","moral_schoolpray_96","moral_abortion_96","moral_lifestyles_96","moral_worldchange_96","moral_family_96","moral_tolerate_96","moral_wmnequalrole_96","moral_FTgay_96","moral_FTxtnfunds_96","moral_gayjobdisc_96","moral_gaymilitary_96","moral_momhome_96","pid7_92","ft_reps_92","ft_dems_92","pid7_96","ft_reps_96","ft_dems_96","ideo7_92","ft_cons_92","ft_libs_92","ideo7_96","ft_cons_96","ft_libs_96","educ_low_92","educ_high_92","int_polknow_low","int_polknow_hi","econ92","econ96","moral92","moral96","PID92","PID96","IDEO92","IDEO96","econ_educLow_92","econ_educLow_96","moral_educLow_92","moral_educLow_96","econ_educHigh_92","econ_educHigh_96","moral_educHigh_92","moral_educHigh_96","econ_polKnowLow_92","econ_polKnowLow_96","moral_polKnowLow_92","moral_polKnowLow_96","econ_polKnowHigh_92","econ_polKnowHigh_96","moral_polKnowHigh_92","moral_polKnowHigh_96"
30,60,40,0,0,0,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,3,0,4,3,4,0,2,50,50,50,1,0,1,2,2,2,3,1,1,2,3,2,2,1,1,1,1,2,2,5,1,0,1,0,NA,5,4,4,4,4,3,40,0,3,1,1,2,2,2,2,2,5,1,50,50,2,4,1,4,30,40,2,2,3,2,3,2,1,50,40,1,2,3,4,40,60,3,50,60,3,30,60,5,50,60,0,0,NA,NA,-0.681486206602481,0.105774169780087,-0.627789747749255,-0.889734045888256,0.0885545967723139,-0.319344062159025,-0.903217800749107,0.483933776056308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,60,40,1,1,0,2,1,2,2,1,1,1,2,3,2,2,2,2,5,4,2,2,1,2,6,0,5,4,3,1,2,70,60,40,1,1,1,2,1,3,2,1,1,1,2,3,2,4,4,4,4,2,2,6,1,1,1,1,4,2,5,6,5,5,3,70,0,2,3,5,4,5,4,5,2,4,2,70,60,2,2,5,5,60,50,2,3,5,5,5,4,3,85,50,4,5,4,7,70,40,7,60,30,6,85,0,6,60,30,0,1,NA,NA,0.723736231825978,0.775824965655207,0.376560390574513,1.3511249639188,1.58982849997437,1.57413707895735,1.45211360317119,1.23423667858757,NA,NA,NA,NA,0.37466287206635,0.439842841126007,0.599258707737271,1.30778498010748,NA,NA,NA,NA,NA,NA,NA,NA
15,15,30,NA,0,0,1,2,1,1,NA,NA,2,3,1,2,NA,NA,NA,1,1,2,4,4,5,4,1,4,1,6,1,2,60,40,30,0,1,0,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,5,4,NA,1,1,0,3,5,5,3,6,4,5,15,NA,2,1,5,NA,3,2,4,2,1,1,50,50,2,2,2,3,40,15,3,4,4,4,4,3,4,60,15,5,1,4,3,85,100,3,60,60,6,85,40,4,60,15,1,0,NA,NA,NA,0.650193080550439,-0.768811155209862,0.435568474605303,-0.410468313416093,-0.317312020575312,1.27694448782515,-0.24742847081355,NA,0.906281858581389,-1.02110873552985,0.315492557859166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,40,30,0,0,0,1,1,2,2,1,2,2,2,3,1,1,1,1,1,5,2,5,5,1,1,1,4,1,5,1,1,70,70,15,0,0,0,2,1,1,2,1,1,1,2,1,2,1,5,4,2,3,2,4,1,0,1,1,3,5,5,4,4,3,1,15,0,3,1,5,2,4,1,5,2,4,2,100,85,5,5,5,5,15,60,2,3,4,2,4,2,2,100,85,4,5,3,5,85,50,5,85,60,5,70,70,5,85,50,0,1,1,0,-0.409169631357275,-0.508930963475346,0.741393028706747,0.67141157747492,0.595871322212206,0.629546592225437,0.460509864669407,0.492559573559312,NA,NA,NA,NA,-0.299013321964761,-0.703558975750321,0.722277980998364,0.61221466657555,-0.210895024013362,-0.06369345167601,0.976426398814461,1.00471280746218,NA,NA,NA,NA
0,85,0,0,0,0,1,2,1,2,1,1,2,3,2,1,1,1,1,1,5,1,2,5,5,1,1,2,1,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,3,5,5,1,1,4,1,5,7,100,100,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,100,NA,NA,NA,5,50,50,NA,NA,NA,1,0,NA,NA,-0.788398722759196,NA,0.749780625321604,NA,-0.922286005288068,NA,0.473285680417251,NA,-0.746026317963241,NA,0.749873474432236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,NA,1,5,4,1,4,1,4,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,4,2,1,5,4,NA,3,NA,5,7,100,100,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,100,0,0,0,0,1,1,1,3,1,1,1,NA,3,NA,1,1,3,1,5,3,1,4,1,3,0,4,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,2,1,5,5,5,5,5,4,5,7,100,50,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,70,50,NA,NA,NA,5,0,50,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.593266780189822,NA,0.286263825604313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,40,30,0,0,0,1,1,1,2,1,1,1,1,2,1,2,1,2,1,4,2,4,2,2,5,0,3,2,2,0,1,50,40,15,0,1,0,1,1,1,3,1,1,1,3,1,1,3,4,3,4,3,2,5,0,0,0,0,NA,5,5,4,4,2,1,30,0,2,2,5,5,4,4,5,5,5,4,50,50,2,2,5,5,25,50,2,1,5,4,5,4,3,50,50,1,1,4,1,0,85,1,45,85,3,50,70,2,50,80,0,0,NA,NA,-0.824057265406603,-0.406257149403687,0.188986190235126,-0.164614352877179,-1.41567790725847,-1.26871532666712,-0.872201337660442,-1.74715870986756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,4,2,3,0,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,5,NA,NA,2,4,2,NA,2,NA,100,2,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,40,0,1,0,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,3,4,4,1,5,0,4,1,4,1,1,40,50,15,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,4,4,4,3,6,0,0,1,0,NA,5,4,4,4,5,5,0,0,3,1,5,2,4,2,5,2,5,3,50,NA,2,2,2,3,30,60,3,3,1,1,5,1,4,50,70,4,2,5,6,60,60,6,50,50,5,70,70,4,60,60,1,0,NA,NA,-0.665818848759462,-0.271358465774581,NA,-0.206554693948582,1.08614456029243,1.09595439505308,0.460509864669407,-0.256528806860565,-0.741822626228683,-0.224722210527988,NA,-0.442132700315673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,70,50,0,1,NA,1,1,2,3,1,1,1,3,3,3,3,3,3,2,5,2,5,2,2,7,0,4,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,3,2,NA,5,4,4,5,2,5,2,90,50,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,70,85,NA,NA,NA,5,70,60,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,-0.906464757408873,NA,0.504302143505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,60,30,0,0,0,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,4,4,4,5,0,4,5,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,4,1,5,4,4,3,5,2,5,1,50,50,NA,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,100,NA,NA,NA,5,50,50,NA,NA,NA,1,0,0,0,-0.0536691750738229,NA,NA,NA,-1.41934462569987,NA,0.473285680417251,NA,0.0624519039262486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,70,50,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,3,2,3,2,4,2,4,4,1,5,4,4,1,2,50,50,50,1,1,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,4,1,0,1,0,1,1,4,4,5,4,4,50,0,2,2,4,4,2,3,4,3,1,2,50,40,2,5,2,3,50,40,2,2,2,3,3,3,1,50,40,2,2,2,6,15,60,2,40,60,5,30,40,3,40,50,0,0,NA,NA,1.02187996433409,0.559800959403568,-0.0736616841424077,-0.610831346464753,1.07833093422528,-0.792265358163472,0.442269217328586,-1.00062923625267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,30,30,0,0,1,2,1,2,2,2,2,1,3,2,3,2,2,2,1,3,2,4,2,2,5,0,4,5,2,1,1,100,50,50,0,1,1,2,2,2,2,1,2,2,3,2,1,1,5,2,3,3,2,5,1,0,1,0,NA,5,5,4,4,5,4,30,1,3,1,5,1,4,3,4,4,5,2,70,NA,1,1,2,5,50,0,2,2,5,2,4,4,3,100,NA,2,2,4,5,50,50,6,60,30,6,60,40,5,50,50,1,0,NA,NA,0.323585866883626,0.456982051934913,NA,NA,0.589794057493311,1.10324782453661,1.18343356041868,0.485956072955645,0.499671587880232,0.480016415908085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,100,50,0,NA,1,2,1,2,3,1,2,3,3,3,3,2,2,3,3,4,2,4,3,2,7,1,4,4,4,1,1,70,NA,NA,1,1,0,2,2,2,3,2,2,2,3,3,2,3,4,5,3,3,3,7,1,0,1,0,NA,5,5,4,4,4,4,50,0,2,1,NA,NA,4,2,4,3,NA,7,50,50,2,4,5,5,NA,NA,3,2,4,3,4,2,1,50,NA,5,1,1,4,50,50,2,50,60,5,50,50,3,50,50,NA,NA,NA,NA,NA,NA,0.194473783339123,NA,0.0927354370815074,-0.790233316579758,0.473285680417251,-0.998742521794484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,1,0,2,2,2,3,2,NA,2,NA,3,1,2,2,1,1,2,2,2,2,2,6,1,6,6,2,1,1,60,50,40,0,1,1,2,2,2,2,2,2,3,3,2,2,2,4,4,3,2,4,5,1,1,1,1,NA,2,5,5,5,6,6,70,0,1,3,NA,1,5,5,5,2,5,4,85,85,5,5,5,5,60,60,2,3,5,2,4,4,2,70,50,NA,5,2,5,50,40,5,70,40,6,85,40,6,60,30,0,1,NA,NA,NA,1.07755399690775,1.37369630045603,NA,0.59223853645425,0.631759917749685,1.27694448782515,1.23423667858757,NA,NA,NA,NA,NA,0.677527304247688,1.42941002310207,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,30,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,3,0,3,3,4,1,1,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,15,0,2,1,2,2,2,3,3,2,2,1,40,30,1,1,1,3,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,30,70,2,50,70,3,60,60,3,NA,NA,0,1,NA,NA,-1.26325828642302,NA,-1.29812975062278,NA,-0.909743484360488,-0.792864010529668,-0.791004687861344,NA,NA,NA,NA,NA,-1.3352963356755,NA,-1.03362867007832,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,30,1,1,1,2,3,3,3,3,2,1,2,3,2,2,2,3,2,4,4,4,4,4,6,0,7,5,4,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,3,3,2,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,85,1,3,NA,5,5,4,5,5,3,NA,4,100,60,4,NA,5,4,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,85,15,6,70,30,5,85,15,6,NA,NA,0,0,0,0,NA,NA,NA,NA,0.604426998575489,1.10527986612033,0.757473954714092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,30,0,0,0,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,6,0,5,5,2,0,3,40,30,30,0,0,0,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,3,1,0,1,1,1,1,5,6,4,5,2,30,0,1,1,1,1,2,2,3,2,1,1,50,30,2,1,4,5,30,50,2,1,1,2,4,1,1,30,60,2,1,1,6,40,60,3,40,70,3,60,60,3,50,85,0,0,0,1,-0.47063319926419,-1.07687783545715,-1.151699036281,-1.30384243445327,1.08267183759592,-0.324006797692648,-0.791004687861344,-1.00582056094216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.580263666331893,-1.27921616977163,-0.874430388622599,-1.00246867686231
70,85,30,0,0,0,1,3,1,2,1,1,2,3,3,1,1,1,1,1,4,1,5,4,1,7,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,2,3,1,5,5,1,2,5,1,7,100,50,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,50,NA,NA,NA,5,70,70,NA,NA,NA,0,0,1,0,-0.286297292659903,NA,1.18435178153498,NA,1.09292994262401,NA,0.460509864669407,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.144230377386862,NA,1.1950079883314,NA,NA,NA,NA,NA
50,50,40,0,1,1,1,1,2,3,1,3,1,2,3,1,1,2,2,1,2,4,3,3,2,1,1,7,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,4,5,5,4,2,4,2,5,7,100,50,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,50,NA,NA,NA,5,50,50,NA,NA,NA,1,0,NA,NA,0.662383534093725,NA,1.19012896321682,NA,-0.903118165090356,NA,0.473285680417251,NA,0.931778404355674,NA,1.11596940094875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,15,15,0,0,0,2,2,2,2,2,1,1,2,2,2,2,2,2,1,4,3,5,4,2,4,0,4,4,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,2,2,5,NA,4,5,4,2,1,4,50,50,4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,85,NA,NA,NA,3,60,60,NA,NA,NA,1,0,NA,NA,-0.109912013778376,NA,0.112060935019337,NA,-1.40699610051719,NA,-0.791004687861344,NA,-0.0295913164847322,NA,-0.100792890216533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,60,40,0,0,0,2,2,1,2,1,1,2,1,1,1,2,2,2,1,4,4,5,4,3,5,1,4,1,5,0,2,50,60,50,1,0,0,2,2,1,2,2,3,2,3,2,2,2,4,3,5,3,4,4,0,0,0,0,NA,5,1,5,4,1,5,30,0,1,1,1,1,2,2,2,4,1,2,40,50,1,1,1,4,50,30,2,1,2,2,2,2,1,50,50,4,1,1,2,30,60,2,40,60,3,15,85,3,50,50,0,0,0,0,0.0457706770363245,0.545475962281797,-1.09703731647634,-0.877693999130163,-0.90729900539955,-0.792265358163472,-1.06880505428426,-0.998742521794484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,50,0,0,0,2,2,2,2,1,1,2,3,2,2,2,2,3,1,4,2,4,2,2,6,0,4,2,4,1,1,30,70,50,0,1,1,2,1,1,3,2,1,3,3,3,2,1,2,1,2,2,1,3,1,0,1,1,3,1,5,6,5,3,2,50,1,2,1,1,1,2,2,2,2,1,1,50,50,1,1,NA,4,30,50,3,1,5,4,5,2,1,50,50,2,1,5,6,50,50,3,50,50,6,50,50,3,50,50,0,0,0,0,NA,0.235894738291232,-1.10572417462447,-0.320132439979205,1.08685267790512,-0.316713368209116,1.10223691061959,-0.998742521794484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,40,40,0,0,0,1,1,2,2,1,1,2,2,2,1,1,2,1,2,4,4,4,3,4,6,1,4,4,5,1,2,40,50,50,0,1,0,1,1,2,2,1,1,1,2,2,1,2,2,3,2,3,4,4,1,0,1,0,NA,2,5,4,4,3,4,50,0,2,2,4,2,3,5,4,2,4,2,50,60,NA,NA,NA,5,40,50,2,3,5,4,5,3,3,50,50,NA,5,5,6,70,50,6,70,50,5,60,40,5,60,60,1,0,0,0,0.234478586582381,-0.474523831025177,NA,NA,1.09032540060163,1.10001847822051,0.554482330216348,0.485820490514499,0.420408431913517,-0.328000092051728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,30,0,0,0,0,1,2,2,2,1,1,1,2,2,1,1,1,3,2,3,4,3,2,1,6,0,4,1,3,0,1,0,50,50,1,1,1,1,2,2,3,1,3,3,2,3,2,2,3,4,2,3,3,7,1,1,1,1,1,5,4,4,5,5,1,50,1,2,1,5,5,4,5,3,2,5,1,50,50,2,2,5,5,50,15,2,1,3,5,4,2,2,50,50,4,2,3,2,50,70,2,60,70,4,70,60,3,50,50,0,0,0,0,-0.682264564074907,1.0781785359453,-0.439510949847357,-0.173661317805675,-0.906270761663977,-0.790831968945954,-0.12464908669642,-0.998742521794484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,50,1,1,1,1,3,2,3,1,2,2,2,3,2,2,2,3,1,4,4,2,4,3,5,0,6,7,4,1,2,100,30,30,1,1,1,2,3,2,2,2,1,2,3,1,2,1,4,4,5,5,1,6,1,1,1,1,NA,4,5,7,6,7,4,100,1,3,3,5,5,5,5,5,5,5,4,100,90,5,5,5,5,85,70,2,3,1,5,5,4,3,30,85,5,5,4,7,70,0,7,70,0,7,90,0,6,100,15,0,1,0,1,NA,1.08375941164878,2.11612546641942,0.822805530789495,1.59960641581812,1.58406120239079,2.09976701885482,1.24481698176934,NA,NA,NA,NA,NA,0.961508131928072,2.18053889815696,0.920668507398907,NA,NA,NA,NA,NA,0.90659427232262,2.10151120529082,0.822876973299209
40,40,40,0,0,0,1,2,1,2,1,1,1,2,1,2,1,1,2,1,3,2,2,2,2,2,0,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,3,3,5,2,4,2,3,2,2,1,85,50,2,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,60,60,NA,NA,NA,5,50,60,NA,NA,NA,1,0,1,0,-1.09192669288325,NA,0.391291930069963,NA,0.589085939880629,NA,0.429493401580741,NA,-1.09769366755072,NA,0.217871436164666,NA,NA,NA,NA,NA,-0.967616979225104,NA,0.255678400504482,NA,NA,NA,NA,NA
15,40,30,0,0,0,1,1,1,2,2,1,2,2,2,1,1,1,3,1,2,2,1,2,2,5,0,4,2,2,0,1,15,50,50,0,1,0,2,2,1,2,1,2,1,2,1,1,1,4,4,3,3,2,3,1,0,1,0,2,5,5,4,3,4,4,30,NA,2,1,2,2,1,1,4,1,4,1,30,0,1,1,NA,5,50,0,1,1,3,2,2,2,2,50,30,1,1,2,1,40,85,1,40,85,2,30,100,2,40,85,0,1,0,1,-0.798827606345518,-0.529446654450987,-1.63719323623747,-1.16192009606607,-1.40873246186544,-1.26973134745898,-1.70733814629748,-1.75005657277542,NA,NA,NA,NA,-0.946902461971723,-0.724159180272905,-1.32665973882251,-0.859311037476472,NA,NA,NA,NA,-0.863923127135304,-0.63771416738323,-1.25387526546902,-0.738367434901259
100,NA,30,NA,1,1,1,1,2,2,1,1,2,NA,2,2,2,1,NA,1,3,1,3,2,1,4,1,4,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,2,3,5,2,5,5,5,3,5,4,100,50,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,100,40,NA,NA,NA,5,50,50,NA,NA,NA,1,0,1,0,NA,NA,1.44235386946955,NA,1.59503758401914,NA,0.473285680417251,NA,NA,NA,1.34875396557113,NA,NA,NA,NA,NA,NA,NA,1.46348074912245,NA,NA,NA,NA,NA
100,60,15,0,0,0,1,1,2,3,1,1,2,3,3,3,2,2,2,1,4,3,4,2,3,4,1,3,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,3,1,5,2,4,2,4,2,5,1,70,70,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,70,60,NA,NA,NA,4,50,50,NA,NA,NA,0,0,0,1,0.200887059083878,NA,-0.0457341939067014,NA,0.0937636808170804,NA,-0.155665549785085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132526346623823,NA,0.120618191024277,NA
40,30,15,1,1,1,2,1,2,3,3,1,3,3,3,1,2,3,3,2,4,2,3,5,4,4,1,5,3,2,1,5,60,40,30,0,1,1,2,3,2,3,3,2,1,3,1,3,4,4,5,2,5,4,5,1,1,1,1,2,5,5,7,6,6,4,40,1,2,3,5,5,4,5,5,4,5,1,60,30,2,5,4,5,60,50,3,3,5,4,5,4,1,60,30,5,1,5,6,85,60,6,70,40,3,60,30,5,70,40,0,1,NA,NA,1.31656573374904,1.42655453266839,0.465490434224569,0.613211869309207,1.09048546366307,1.10264917217042,-0.659627851351815,0.491751798771363,NA,NA,NA,NA,0.880807872619137,0.904657868977985,0.661567029135343,0.699802517945387,NA,NA,NA,NA,NA,NA,NA,NA
50,30,30,0,1,0,1,1,1,NA,1,1,1,NA,NA,1,NA,1,1,2,NA,2,4,2,2,4,NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,3,1,5,5,5,4,5,2,5,2,100,50,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,70,85,NA,NA,NA,6,20,70,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,-1.40352337782068,NA,0.902439240058805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,40,30,0,1,0,1,NA,1,2,1,1,1,NA,2,1,2,2,2,1,3,3,3,3,2,5,0,4,4,4,1,NA,NA,20,20,NA,1,0,1,1,1,2,1,1,2,2,1,2,2,4,2,3,3,2,4,1,0,1,0,NA,NA,4,5,4,4,3,15,NA,2,4,5,5,5,4,5,4,5,1,60,85,1,5,5,5,30,NA,2,4,4,4,5,1,2,NA,NA,NA,NA,5,7,70,50,7,100,15,6,70,60,4,70,NA,0,0,1,0,NA,NA,0.605893758628159,NA,1.58738402101343,1.58621128621706,1.13325337370825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244274935811291,NA,NA,NA,NA,NA
